27.3602207,48.3102401,18:05.124680
27.3602217,48.3102436,18:05.134630
27.3602218,48.3102484,18:05.144620
27.3602157,48.3102526,18:05.154630
27.3602054,48.3102697,18:05.194650
27.3602114,48.3102678,18:05.204650
27.3602098,48.3102655,18:05.214630
27.3602056,48.3102768,18:05.224640
27.3602073,48.3102808,18:05.234590
27.3602089,48.3102848,18:05.244630
27.3602112,48.3102853,18:05.254650
27.3602123,48.3102731,18:05.264610
27.3602002,48.3102729,18:05.274540
27.3601934,48.3102742,18:05.284640
